"Ticker","DocIndex","IndexLink","Description","FilingDate","NewFilingDate"
"AAPL",1,"https://www.sec.gov/Archives/edgar/data/320193/000032019317000070/0000320193-17-000070-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000320193-17-000070 (34 Act)  Size: 14 MB","2017-11-03","2017_11_03"
"AAPL",2,"https://www.sec.gov/Archives/edgar/data/320193/000162828016020309/0001628280-16-020309-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001628280-16-020309 (34 Act)  Size: 13 MB","2016-10-26","2016_10_26"
"AAPL",3,"https://www.sec.gov/Archives/edgar/data/320193/000119312515356351/0001193125-15-356351-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001193125-15-356351 (34 Act)  Size: 9 MB","2015-10-28","2015_10_28"
"AAPL",4,"https://www.sec.gov/Archives/edgar/data/320193/000119312514383437/0001193125-14-383437-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001193125-14-383437 (34 Act)  Size: 12 MB","2014-10-27","2014_10_27"
"AAPL",5,"https://www.sec.gov/Archives/edgar/data/320193/000119312513416534/0001193125-13-416534-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001193125-13-416534 (34 Act)  Size: 11 MB","2013-10-30","2013_10_30"
"AAPL",6,"https://www.sec.gov/Archives/edgar/data/320193/000119312512444068/0001193125-12-444068-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001193125-12-444068 (34 Act)  Size: 9 MB","2012-10-31","2012_10_31"
"AAPL",7,"https://www.sec.gov/Archives/edgar/data/320193/000119312511282113/0001193125-11-282113-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001193125-11-282113 (34 Act)  Size: 9 MB","2011-10-26","2011_10_26"
"AAPL",8,"https://www.sec.gov/Archives/edgar/data/320193/000119312510238044/0001193125-10-238044-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001193125-10-238044 (34 Act)  Size: 13 MB","2010-10-27","2010_10_27"
"AAPL",9,"https://www.sec.gov/Archives/edgar/data/320193/000119312509214859/0001193125-09-214859-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001193125-09-214859 (34 Act)  Size: 3 MB","2009-10-27","2009_10_27"
"AAPL",10,"https://www.sec.gov/Archives/edgar/data/320193/000119312508224958/0001193125-08-224958-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001193125-08-224958 (34 Act)  Size: 1 MB","2008-11-05","2008_11_05"
"AAPL",11,"https://www.sec.gov/Archives/edgar/data/320193/000104746907009340/0001047469-07-009340-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001047469-07-009340 (34 Act)  Size: 1 MB","2007-11-15","2007_11_15"
"AAPL",12,"https://www.sec.gov/Archives/edgar/data/320193/000110465906084288/0001104659-06-084288-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001104659-06-084288 (34 Act)  Size: 4 MB","2006-12-29","2006_12_29"
"AAPL",13,"https://www.sec.gov/Archives/edgar/data/320193/000110465905058421/0001104659-05-058421-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001104659-05-058421 (34 Act)  Size: 3 MB","2005-12-01","2005_12_01"
"AAPL",14,"https://www.sec.gov/Archives/edgar/data/320193/000104746904035975/0001047469-04-035975-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001047469-04-035975 (34 Act)  Size: 966 KB","2004-12-03","2004_12_03"
"AAPL",15,"https://www.sec.gov/Archives/edgar/data/320193/000104746903041604/0001047469-03-041604-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001047469-03-041604 Size: 2 MB","2003-12-19","2003_12_19"
"AAPL",16,"https://www.sec.gov/Archives/edgar/data/320193/000104746902007674/0001047469-02-007674-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001047469-02-007674 Size: 895 KB","2002-12-19","2002_12_19"
"AAPL",17,"https://www.sec.gov/Archives/edgar/data/320193/000091205700053623/0000912057-00-053623-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000912057-00-053623 Size: 310 KB","2000-12-14","2000_12_14"
"AAPL",18,"https://www.sec.gov/Archives/edgar/data/320193/0000912057-99-010244-index.html","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000912057-99-010244 Size: 502 KB","1999-12-22","1999_12_22"
"AAPL",19,"https://www.sec.gov/Archives/edgar/data/320193/0001047469-97-006960-index.html","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001047469-97-006960 Size: 639 KB","1997-12-05","1997_12_05"
"AAPL",20,"https://www.sec.gov/Archives/edgar/data/320193/0000320193-96-000023-index.html","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000320193-96-000023 Size: 271 KB","1996-12-19","1996_12_19"
"AAPL",21,"https://www.sec.gov/Archives/edgar/data/320193/0000320193-95-000016-index.html","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000320193-95-000016 Size: 232 KB","1995-12-19","1995_12_19"
"AAPL",22,"https://www.sec.gov/Archives/edgar/data/320193/0000320193-94-000016-index.html","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000320193-94-000016 Size: 240 KB","1994-12-13","1994_12_13"
"GOOG",1,"https://www.sec.gov/Archives/edgar/data/1652044/000165204418000007/0001652044-18-000007-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001652044-18-000007 (34 Act)  Size: 14 MB","2018-02-06","2018_02_06"
"GOOG",2,"https://www.sec.gov/Archives/edgar/data/1652044/000165204417000008/0001652044-17-000008-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001652044-17-000008 (34 Act)  Size: 16 MB","2017-02-03","2017_02_03"
"GOOG",3,"https://www.sec.gov/Archives/edgar/data/1652044/000165204416000012/0001652044-16-000012-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001652044-16-000012 (34 Act)  Size: 19 MB","2016-02-11","2016_02_11"
"V",1,"https://www.sec.gov/Archives/edgar/data/1403161/000140316117000044/0001403161-17-000044-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001403161-17-000044 (34 Act)  Size: 21 MB","2017-11-17","2017_11_17"
"V",2,"https://www.sec.gov/Archives/edgar/data/1403161/000140316116000058/0001403161-16-000058-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001403161-16-000058 (34 Act)  Size: 20 MB","2016-11-15","2016_11_15"
"V",3,"https://www.sec.gov/Archives/edgar/data/1403161/000140316115000013/0001403161-15-000013-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001403161-15-000013 (34 Act)  Size: 17 MB","2015-11-20","2015_11_20"
"V",4,"https://www.sec.gov/Archives/edgar/data/1403161/000140316114000017/0001403161-14-000017-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001403161-14-000017 (34 Act)  Size: 22 MB","2014-11-21","2014_11_21"
"V",5,"https://www.sec.gov/Archives/edgar/data/1403161/000140316113000011/0001403161-13-000011-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001403161-13-000011 (34 Act)  Size: 20 MB","2013-11-22","2013_11_22"
"V",6,"https://www.sec.gov/Archives/edgar/data/1403161/000138410812000011/0001384108-12-000011-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001384108-12-000011 (34 Act)  Size: 21 MB","2012-11-16","2012_11_16"
"V",7,"https://www.sec.gov/Archives/edgar/data/1403161/000119312511315956/0001193125-11-315956-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001193125-11-315956 (34 Act)  Size: 16 MB","2011-11-18","2011_11_18"
"V",8,"https://www.sec.gov/Archives/edgar/data/1403161/000119312510265236/0001193125-10-265236-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001193125-10-265236 (34 Act)  Size: 19 MB","2010-11-19","2010_11_19"
"V",9,"https://www.sec.gov/Archives/edgar/data/1403161/000119312509239249/0001193125-09-239249-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001193125-09-239249 (34 Act)  Size: 6 MB","2009-11-20","2009_11_20"
"V",10,"https://www.sec.gov/Archives/edgar/data/1403161/000119312508240384/0001193125-08-240384-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001193125-08-240384 (34 Act)  Size: 3 MB","2008-11-21","2008_11_21"
"V",11,"https://www.sec.gov/Archives/edgar/data/1403161/000119312507270394/0001193125-07-270394-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001193125-07-270394 (34 Act)  Size: 2 MB","2007-12-21","2007_12_21"
"WMT",1,"https://www.sec.gov/Archives/edgar/data/104169/000010416918000028/0000104169-18-000028-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000104169-18-000028 (34 Act)  Size: 14 MB","2018-03-30","2018_03_30"
"WMT",2,"https://www.sec.gov/Archives/edgar/data/104169/000010416917000021/0000104169-17-000021-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000104169-17-000021 (34 Act)  Size: 12 MB","2017-03-31","2017_03_31"
"WMT",3,"https://www.sec.gov/Archives/edgar/data/104169/000010416916000079/0000104169-16-000079-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000104169-16-000079 (34 Act)  Size: 14 MB","2016-03-30","2016_03_30"
"WMT",4,"https://www.sec.gov/Archives/edgar/data/104169/000010416915000011/0000104169-15-000011-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000104169-15-000011 (34 Act)  Size: 17 MB","2015-04-01","2015_04_01"
"WMT",5,"https://www.sec.gov/Archives/edgar/data/104169/000010416914000019/0000104169-14-000019-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000104169-14-000019 (34 Act)  Size: 17 MB","2014-03-21","2014_03_21"
"WMT",6,"https://www.sec.gov/Archives/edgar/data/104169/000010416913000011/0000104169-13-000011-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000104169-13-000011 (34 Act)  Size: 16 MB","2013-03-26","2013_03_26"
"WMT",7,"https://www.sec.gov/Archives/edgar/data/104169/000119312512134679/0001193125-12-134679-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001193125-12-134679 (34 Act)  Size: 11 MB","2012-03-27","2012_03_27"
"WMT",8,"https://www.sec.gov/Archives/edgar/data/104169/000119312511083157/0001193125-11-083157-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001193125-11-083157 (34 Act)  Size: 14 MB","2011-03-30","2011_03_30"
"WMT",9,"https://www.sec.gov/Archives/edgar/data/104169/000119312510071652/0001193125-10-071652-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001193125-10-071652 (34 Act)  Size: 5 MB","2010-03-30","2010_03_30"
"WMT",10,"https://www.sec.gov/Archives/edgar/data/104169/000010416909000006/0000104169-09-000006-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000104169-09-000006 (34 Act)  Size: 3 MB","2009-04-01","2009_04_01"
"WMT",11,"https://www.sec.gov/Archives/edgar/data/104169/000119312508071085/0001193125-08-071085-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001193125-08-071085 (34 Act)  Size: 1 MB","2008-03-31","2008_03_31"
"WMT",12,"https://www.sec.gov/Archives/edgar/data/104169/000119312507065603/0001193125-07-065603-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001193125-07-065603 (34 Act)  Size: 1 MB","2007-03-27","2007_03_27"
"WMT",13,"https://www.sec.gov/Archives/edgar/data/104169/000119312506066792/0001193125-06-066792-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001193125-06-066792 (34 Act)  Size: 1 MB","2006-03-29","2006_03_29"
"WMT",14,"https://www.sec.gov/Archives/edgar/data/104169/000119312505066992/0001193125-05-066992-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001193125-05-066992 (34 Act)  Size: 1 MB","2005-03-31","2005_03_31"
"WMT",15,"https://www.sec.gov/Archives/edgar/data/104169/000119312504059900/0001193125-04-059900-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001193125-04-059900 Size: 1 MB","2004-04-09","2004_04_09"
"WMT",16,"https://www.sec.gov/Archives/edgar/data/104169/000010416903000005/0000104169-03-000005-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000104169-03-000005 Size: 11 MB","2003-04-15","2003_04_15"
"WMT",17,"https://www.sec.gov/Archives/edgar/data/104169/000010416902000004/0000104169-02-000004-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000104169-02-000004 Size: 2 MB","2002-04-15","2002_04_15"
"WMT",18,"https://www.sec.gov/Archives/edgar/data/104169/000102140801500118/0001021408-01-500118-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001021408-01-500118 Size: 732 KB","2001-04-10","2001_04_10"
"WMT",19,"https://www.sec.gov/Archives/edgar/data/104169/0000104169-00-000002-index.html","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000104169-00-000002 Size: 403 KB","2000-04-17","2000_04_17"
"WMT",20,"https://www.sec.gov/Archives/edgar/data/104169/0000104169-99-000002-index.html","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000104169-99-000002 Size: 223 KB","1999-04-19","1999_04_19"
"WMT",21,"https://www.sec.gov/Archives/edgar/data/104169/0000104169-98-000003-index.html","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000104169-98-000003 Size: 154 KB","1998-04-23","1998_04_23"
"WMT",22,"https://www.sec.gov/Archives/edgar/data/104169/0000104169-97-000003-index.html","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000104169-97-000003 Size: 128 KB","1997-04-21","1997_04_21"
"WMT",23,"https://www.sec.gov/Archives/edgar/data/104169/0000104169-96-000002-index.html","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000104169-96-000002 Size: 156 KB","1996-04-23","1996_04_23"
"WMT",24,"https://www.sec.gov/Archives/edgar/data/104169/0000104169-95-000004-index.html","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000104169-95-000004 Size: 94 KB","1995-04-27","1995_04_27"
"Ticker","DocIndex","IndexLink","Description","FilingDate","NewFilingDate"
"ADP",1,"https://www.sec.gov/Archives/edgar/data/8670/000000867018000011/0000008670-18-000011-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000008670-18-000011 (34 Act)  Size: 16 MB","2018-08-03","2018_08_03"
"ADP",2,"https://www.sec.gov/Archives/edgar/data/8670/000000867017000010/0000008670-17-000010-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000008670-17-000010 (34 Act)  Size: 16 MB","2017-08-04","2017_08_04"
"ADP",3,"https://www.sec.gov/Archives/edgar/data/8670/000000867016000053/0000008670-16-000053-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000008670-16-000053 (34 Act)  Size: 15 MB","2016-08-05","2016_08_05"
"ADP",4,"https://www.sec.gov/Archives/edgar/data/8670/000000867015000021/0000008670-15-000021-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000008670-15-000021 (34 Act)  Size: 15 MB","2015-08-07","2015_08_07"
"ADP",5,"https://www.sec.gov/Archives/edgar/data/8670/000000867014000015/0000008670-14-000015-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000008670-14-000015 (34 Act)  Size: 20 MB","2014-08-08","2014_08_08"
"ADP",6,"https://www.sec.gov/Archives/edgar/data/8670/000000867013000015/0000008670-13-000015-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000008670-13-000015 (34 Act)  Size: 29 MB","2013-08-19","2013_08_19"
"ADP",7,"https://www.sec.gov/Archives/edgar/data/8670/000120677412003634/0001206774-12-003634-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001206774-12-003634 (34 Act)  Size: 11 MB","2012-08-20","2012_08_20"
"ADP",8,"https://www.sec.gov/Archives/edgar/data/8670/000120677411001935/0001206774-11-001935-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001206774-11-001935 (34 Act)  Size: 16 MB","2011-08-24","2011_08_24"
"ADP",9,"https://www.sec.gov/Archives/edgar/data/8670/000120677410001881/0001206774-10-001881-index.htm","[Cover]Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001206774-10-001881 (34 Act)  Size: 22 MB","2010-08-25","2010_08_25"
"ADP",10,"https://www.sec.gov/Archives/edgar/data/8670/000120677409001642/0001206774-09-001642-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001206774-09-001642 (34 Act)  Size: 5 MB","2009-08-28","2009_08_28"
"ADP",11,"https://www.sec.gov/Archives/edgar/data/8670/000120677408001519/0001206774-08-001519-index.htm","[Cover]Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001206774-08-001519 (34 Act)  Size: 1 MB","2008-08-29","2008_08_29"
"ADP",12,"https://www.sec.gov/Archives/edgar/data/8670/000120677407002085/0001206774-07-002085-index.htm","[Cover]Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001206774-07-002085 (34 Act)  Size: 1 MB","2007-08-29","2007_08_29"
"ADP",13,"https://www.sec.gov/Archives/edgar/data/8670/000120677406001911/0001206774-06-001911-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001206774-06-001911 (34 Act)  Size: 1 MB","2006-08-30","2006_08_30"
"ADP",14,"https://www.sec.gov/Archives/edgar/data/8670/000000867005000186/0000008670-05-000186-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000008670-05-000186 (34 Act)  Size: 294 KB","2005-08-31","2005_08_31"
"ADP",15,"https://www.sec.gov/Archives/edgar/data/8670/000000867004000144/0000008670-04-000144-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000008670-04-000144 Size: 716 KB","2004-08-30","2004_08_30"
"ADP",16,"https://www.sec.gov/Archives/edgar/data/8670/000000867003000283/0000008670-03-000283-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000008670-03-000283 Size: 206 KB","2003-09-12","2003_09_12"
"ADP",17,"https://www.sec.gov/Archives/edgar/data/8670/000000867002000008/0000008670-02-000008-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000008670-02-000008 Size: 304 KB","2002-09-16","2002_09_16"
"ADP",18,"https://www.sec.gov/Archives/edgar/data/8670/000000867000000026/0000008670-00-000026-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000008670-00-000026 Size: 232 KB","2000-09-12","2000_09_12"
"ADP",19,"https://www.sec.gov/Archives/edgar/data/8670/0001047469-99-036331-index.html","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001047469-99-036331 Size: 236 KB","1999-09-21","1999_09_21"
"ADP",20,"https://www.sec.gov/Archives/edgar/data/8670/0001047469-98-035178-index.html","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001047469-98-035178 Size: 198 KB","1998-09-23","1998_09_23"
"ADP",21,"https://www.sec.gov/Archives/edgar/data/8670/0000950112-96-003416-index.html","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000950112-96-003416 Size: 179 KB","1996-09-23","1996_09_23"
"ADP",22,"https://www.sec.gov/Archives/edgar/data/8670/0000912057-95-007958-index.html","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000912057-95-007958 Size: 183 KB","1995-09-21","1995_09_21"
"ADP",23,"https://www.sec.gov/Archives/edgar/data/8670/0000912057-94-002935-index.html","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000912057-94-002935 Size: 162 KB","1994-09-01","1994_09_01"
"ACXM",1,"https://www.sec.gov/Archives/edgar/data/733269/000073326918000016/0000733269-18-000016-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000733269-18-000016 (34 Act)  Size: 15 MB","2018-05-25","2018_05_25"
"ACXM",2,"https://www.sec.gov/Archives/edgar/data/733269/000073326917000039/0000733269-17-000039-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000733269-17-000039 (34 Act)  Size: 20 MB","2017-05-26","2017_05_26"
"ACXM",3,"https://www.sec.gov/Archives/edgar/data/733269/000073326916000060/0000733269-16-000060-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000733269-16-000060 (34 Act)  Size: 15 MB","2016-05-27","2016_05_27"
"ACXM",4,"https://www.sec.gov/Archives/edgar/data/733269/000073326915000018/0000733269-15-000018-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000733269-15-000018 (34 Act)  Size: 17 MB","2015-05-27","2015_05_27"
"ACXM",5,"https://www.sec.gov/Archives/edgar/data/733269/000073326914000018/0000733269-14-000018-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000733269-14-000018 (34 Act)  Size: 16 MB","2014-05-28","2014_05_28"
"ACXM",6,"https://www.sec.gov/Archives/edgar/data/733269/000073326913000012/0000733269-13-000012-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000733269-13-000012 (34 Act)  Size: 17 MB","2013-05-29","2013_05_29"
"ACXM",7,"https://www.sec.gov/Archives/edgar/data/733269/000073326912000015/0000733269-12-000015-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000733269-12-000015 (34 Act)  Size: 18 MB","2012-05-25","2012_05_25"
"ACXM",8,"https://www.sec.gov/Archives/edgar/data/733269/000073326911000016/0000733269-11-000016-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000733269-11-000016 (34 Act)  Size: 7 MB","2011-05-27","2011_05_27"
"ACXM",9,"https://www.sec.gov/Archives/edgar/data/733269/000073326910000065/0000733269-10-000065-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000733269-10-000065 (34 Act)  Size: 2 MB","2010-05-26","2010_05_26"
"ACXM",10,"https://www.sec.gov/Archives/edgar/data/733269/000073326909000013/0000733269-09-000013-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000733269-09-000013 (34 Act)  Size: 1 MB","2009-05-29","2009_05_29"
"ACXM",11,"https://www.sec.gov/Archives/edgar/data/733269/000116923208002230/0001169232-08-002230-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0001169232-08-002230 (34 Act)  Size: 4 MB","2008-05-30","2008_05_30"
"ACXM",12,"https://www.sec.gov/Archives/edgar/data/733269/000073326907000023/0000733269-07-000023-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000733269-07-000023 (34 Act)  Size: 1 MB","2007-05-30","2007_05_30"
"ACXM",13,"https://www.sec.gov/Archives/edgar/data/733269/000073326906000021/0000733269-06-000021-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000733269-06-000021 (34 Act)  Size: 11 MB","2006-06-14","2006_06_14"
"ACXM",14,"https://www.sec.gov/Archives/edgar/data/733269/000073326905000034/0000733269-05-000034-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000733269-05-000034 (34 Act)  Size: 19 MB","2005-06-13","2005_06_13"
"ACXM",15,"https://www.sec.gov/Archives/edgar/data/733269/000073326904000010/0000733269-04-000010-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000733269-04-000010 Size: 20 MB","2004-06-14","2004_06_14"
"ACXM",16,"https://www.sec.gov/Archives/edgar/data/733269/000073326903000006/0000733269-03-000006-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000733269-03-000006 Size: 16 MB","2003-06-09","2003_06_09"
"ACXM",17,"https://www.sec.gov/Archives/edgar/data/733269/000073326902000004/0000733269-02-000004-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000733269-02-000004 Size: 383 KB","2002-05-16","2002_05_16"
"ACXM",18,"https://www.sec.gov/Archives/edgar/data/733269/000073326901500016/0000733269-01-500016-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000733269-01-500016 Size: 405 KB","2001-06-27","2001_06_27"
"ACXM",19,"https://www.sec.gov/Archives/edgar/data/733269/000073326900000012/0000733269-00-000012-index.htm","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000733269-00-000012 Size: 760 KB","2000-06-26","2000_06_26"
"ACXM",20,"https://www.sec.gov/Archives/edgar/data/733269/0000733269-98-000006-index.html","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000733269-98-000006 Size: 241 KB","1998-06-23","1998_06_23"
"ACXM",21,"https://www.sec.gov/Archives/edgar/data/733269/0000733269-97-000006-index.html","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000733269-97-000006 Size: 279 KB","1997-06-30","1997_06_30"
"ACXM",22,"https://www.sec.gov/Archives/edgar/data/733269/0000733269-96-000003-index.html","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000733269-96-000003 Size: 284 KB","1996-06-26","1996_06_26"
"ACXM",23,"https://www.sec.gov/Archives/edgar/data/733269/0000904511-95-000007-index.html","Annual report [Section 13 and 15(d), not S-K Item 405]Acc-no: 0000904511-95-000007 Size: 232 KB","1995-06-28","1995_06_28"
